Date,High,Low,Open,Close,Volume,Adj Close
2018-04-02,114.38999938964844,110.54000091552734,113.88999938964844,112.23999786376953,6228600.0,108.06011199951172
2018-04-03,114.9800033569336,112.08999633789062,112.5199966430664,114.83000183105469,6717300.0,110.55365753173828
2018-04-04,114.79000091552734,112.43000030517578,113.05000305175781,114.4800033569336,5727200.0,110.2166976928711
2018-04-05,117.88999938964844,114.69999694824219,114.87999725341797,117.29000091552734,7204900.0,112.92205047607422
2018-04-06,117.01000213623047,113.38999938964844,116.37999725341797,114.76000213623047,7094500.0,110.48626708984375
2018-04-09,117.16999816894531,114.87999725341797,115.30000305175781,115.9800033569336,6933800.0,111.66083526611328
2018-04-10,119.83000183105469,117.5999984741211,117.5999984741211,118.8499984741211,7612800.0,114.4239501953125
2018-04-11,119.37999725341797,117.75,118.69000244140625,119.25,6246800.0,114.80905151367188
2018-04-12,120.66999816894531,118.6500015258789,119.70999908447266,119.2300033569336,6702000.0,114.78980255126953
2018-04-13,120.79000091552734,119.22000122070312,119.5199966430664,119.91999816894531,5508100.0,115.4541015625
2018-04-16,121.70999908447266,119.7699966430664,120.5999984741211,120.69999694824219,4598000.0,116.2050552368164
2018-04-17,122.0,120.55999755859375,120.94000244140625,121.45999908447266,6488300.0,116.93675231933594
2018-04-18,124.88999938964844,122.4000015258789,122.45999908447266,123.81999969482422,9132500.0,119.20886993408203
2018-04-19,125.0,123.20999908447266,123.97000122070312,123.70999908447266,7159400.0,119.10295867919922
2018-04-20,123.45999908447266,121.45999908447266,123.37999725341797,122.30999755859375,7561200.0,117.75508880615234
2018-04-23,123.61000061035156,121.80000305175781,122.0,123.58000183105469,6113100.0,118.9778060913086
2018-04-24,125.04000091552734,121.75,124.36000061035156,122.54000091552734,7980500.0,117.97652435302734
2018-04-25,122.9000015258789,121.12000274658203,122.33999633789062,122.72000122070312,5331100.0,118.14983367919922
2018-04-26,124.30000305175781,122.30000305175781,122.66999816894531,124.22000122070312,6268400.0,119.5939712524414
2018-04-27,127.05000305175781,124.68000030517578,125.5,126.62000274658203,8836600.0,121.90458679199219
2018-04-30,127.9000015258789,125.05000305175781,127.0199966430664,125.11000061035156,7631600.0,120.45082092285156
2018-05-01,124.91999816894531,123.08000183105469,124.02999877929688,124.86000061035156,7093700.0,120.21013641357422
2018-05-02,126.47000122070312,124.08999633789062,124.19999694824219,125.48999786376953,5909100.0,120.81666564941406
2018-05-03,126.12000274658203,123.83000183105469,124.58999633789062,126.01000213623047,6727700.0,121.31731414794922
2018-05-04,126.83999633789062,124.70999908447266,125.20999908447266,125.52999877929688,5403100.0,120.85517883300781
2018-05-07,128.39999389648438,124.44000244140625,126.58999633789062,124.94000244140625,6999700.0,120.28716278076172
2018-05-08,126.75,123.62999725341797,124.93000030517578,126.56999969482422,8937000.0,121.85645294189453
2018-05-09,130.4199981689453,128.08999633789062,128.4199981689453,128.72000122070312,11442700.0,123.9263916015625
2018-05-10,129.77999877929688,128.38999938964844,129.69000244140625,128.82000732421875,5446000.0,124.02267456054688
2018-05-11,130.75999450683594,128.52000427246094,129.38999938964844,129.83999633789062,8092300.0,125.00467681884766
2018-05-14,131.0800018310547,129.8000030517578,130.25,130.38999938964844,6212400.0,125.53418731689453
2018-05-15,130.27000427246094,129.25,130.24000549316406,129.74000549316406,5201700.0,124.90840148925781
2018-05-16,129.72000122070312,128.3000030517578,129.2899932861328,129.55999755859375,5405100.0,124.73509979248047
2018-05-17,129.57000732421875,128.3800048828125,128.75999450683594,129.4600067138672,5241600.0,125.72569274902344
2018-05-18,129.14999389648438,127.80000305175781,128.9199981689453,127.86000061035156,6385800.0,124.17183685302734
2018-05-21,129.41000366210938,128.27000427246094,128.7899932861328,129.3699951171875,5081200.0,125.63825988769531
2018-05-22,130.38999938964844,128.10000610351562,129.08999633789062,128.22999572753906,5444200.0,124.53115844726562
2018-05-23,128.7899932861328,126.55000305175781,127.08999633789062,128.6999969482422,5847500.0,124.98760223388672
2018-05-24,127.4000015258789,125.8499984741211,127.4000015258789,126.61000061035156,5906200.0,122.95789337158203
2018-05-25,124.76000213623047,121.22000122070312,124.54000091552734,122.19000244140625,8936600.0,118.66539001464844
2018-05-29,122.43000030517578,120.05999755859375,121.0999984741211,121.38999938964844,7385700.0,117.88846588134766
2018-05-30,125.66999816894531,122.33999633789062,122.6500015258789,125.16000366210938,7125300.0,121.54972076416016
