Date,High,Low,Open,Close,Volume,Adj Close
2017-02-03,241.11000061035156,234.1999969482422,234.52000427246094,240.9499969482422,7381000.0,229.97813415527344
2017-02-06,243.64999389648438,239.1699981689453,239.60000610351562,239.97999572753906,4639200.0,229.0522918701172
2017-02-07,241.44000244140625,239.38999938964844,241.14999389648438,239.6199951171875,2660200.0,228.7086944580078
2017-02-08,238.94000244140625,236.30999755859375,238.3000030517578,237.72999572753906,2744700.0,226.90472412109375
2017-02-09,243.2899932861328,237.4199981689453,237.72999572753906,241.5500030517578,3550800.0,230.55081176757812
2017-02-10,244.16000366210938,241.22999572753906,243.3699951171875,242.72000122070312,3072800.0,231.66754150390625
2017-02-13,247.47999572753906,244.49000549316406,244.49000549316406,246.27000427246094,2998200.0,235.05587768554688
2017-02-14,250.0,245.69000244140625,246.00999450683594,249.4600067138672,4141500.0,238.1006317138672
2017-02-15,251.9499969482422,248.50999450683594,250.5800018310547,250.5399932861328,4296600.0,239.13143920898438
2017-02-16,250.77999877929688,248.44000244140625,250.3000030517578,249.44000244140625,2286300.0,238.08151245117188
2017-02-17,250.55999755859375,247.11000061035156,247.50999450683594,250.3800048828125,3262300.0,238.9787139892578
2017-02-21,252.64999389648438,250.7100067138672,251.0,251.75999450683594,2794900.0,240.29586791992188
2017-02-22,252.35000610351562,250.0,250.05999755859375,251.72999572753906,2378800.0,240.2672576904297
2017-02-23,251.89999389648438,249.32000732421875,251.30999755859375,251.19000244140625,2594700.0,239.75186157226562
2017-02-24,248.8800048828125,246.10000610351562,247.6999969482422,247.35000610351562,3565400.0,236.08670043945312
2017-02-27,249.75999450683594,246.61000061035156,247.2100067138672,249.3300018310547,2372600.0,237.97654724121094
2017-02-28,249.0,245.61000061035156,248.0,248.05999755859375,3627100.0,237.38320922851562
2017-03-01,255.14999389648438,251.25999450683594,253.7100067138672,252.7100067138672,5218300.0,241.83309936523438
2017-03-02,254.24000549316406,250.97000122070312,253.52000427246094,251.05999755859375,3020000.0,240.2540740966797
2017-03-03,254.75,251.05999755859375,251.05999755859375,252.88999938964844,3163700.0,242.0053253173828
2017-03-06,252.72999572753906,250.5,252.1699981689453,252.00999450683594,2467000.0,241.1632080078125
2017-03-07,253.0,250.30999755859375,252.49000549316406,250.89999389648438,2497300.0,240.10098266601562
2017-03-08,254.77000427246094,249.61000061035156,253.6199951171875,250.24000549316406,3574400.0,239.46939086914062
2017-03-09,252.74000549316406,249.52000427246094,251.22000122070312,250.17999267578125,3061500.0,239.41195678710938
2017-03-10,251.89999389648438,246.8699951171875,251.83999633789062,248.3800048828125,3365900.0,237.68948364257812
2017-03-13,249.32000732421875,247.2100067138672,249.32000732421875,248.16000366210938,1801100.0,237.47889709472656
2017-03-14,247.8300018310547,245.41000366210938,246.80999755859375,247.72000122070312,2144200.0,237.057861328125
2017-03-15,250.27999877929688,245.55999755859375,248.35000610351562,246.77999877929688,3427000.0,236.1583251953125
2017-03-16,250.1999969482422,247.30999755859375,247.85000610351562,248.22000122070312,2940600.0,237.53634643554688
2017-03-17,249.67999267578125,243.86000061035156,249.67999267578125,243.94000244140625,5438100.0,233.44053649902344
2017-03-20,244.92999267578125,241.52000427246094,243.32000732421875,242.13999938964844,2759100.0,231.718017578125
2017-03-21,243.30999755859375,232.7899932861328,243.30999755859375,233.0,5660900.0,222.97140502929688
2017-03-22,232.9199981689453,229.16000366210938,231.22000122070312,231.07000732421875,6291300.0,221.12452697753906
2017-03-23,234.6300048828125,229.9499969482422,230.75,231.89999389648438,4770700.0,221.9187774658203
2017-03-24,233.6999969482422,226.97000122070312,233.0,228.41000366210938,6387300.0,218.57899475097656
