Date,High,Low,Open,Close,Volume,Adj Close
2017-02-03,124.51000213623047,123.27999877929688,123.30999755859375,124.23999786376953,3183000.0,115.3436508178711
2017-02-06,124.9000015258789,123.94999694824219,124.08999633789062,124.44999694824219,2760300.0,115.53862762451172
2017-02-07,125.41999816894531,124.58999633789062,124.94999694824219,124.58999633789062,2847200.0,115.66859436035156
2017-02-08,125.36000061035156,124.48999786376953,124.58000183105469,124.66999816894531,2835200.0,115.74288177490234
2017-02-09,125.0,124.36000061035156,124.66999816894531,124.4800033569336,2493600.0,115.56647491455078
2017-02-10,126.11000061035156,124.5199966430664,124.68000030517578,125.81999969482422,3681400.0,116.81053161621094
2017-02-13,126.68000030517578,125.48999786376953,126.0199966430664,125.54000091552734,2993800.0,116.55059051513672
2017-02-14,126.06999969482422,125.2699966430664,125.5,125.80999755859375,2663100.0,116.80123901367188
2017-02-15,126.79000091552734,125.44999694824219,125.66000366210938,126.4800033569336,2974900.0,117.42328643798828
2017-02-16,127.81999969482422,126.30999755859375,126.75,126.69999694824219,3006000.0,117.62751007080078
2017-02-17,127.87999725341797,126.68000030517578,126.77999877929688,127.80000305175781,3677400.0,118.64876556396484
2017-02-21,128.32000732421875,127.16000366210938,127.16000366210938,128.0399932861328,4495200.0,118.87156677246094
2017-02-22,128.11000061035156,126.4000015258789,127.5199966430664,127.8499984741211,3670700.0,118.69515228271484
2017-02-23,128.89999389648438,127.44000244140625,127.93000030517578,128.27000427246094,3178000.0,119.08509063720703
2017-02-24,128.74000549316406,127.75,128.36000061035156,128.64999389648438,3537200.0,119.4378662109375
2017-02-27,127.75,126.77999877929688,127.68000030517578,126.98999786376953,5184000.0,118.76451873779297
2017-02-28,127.93000030517578,126.58000183105469,127.08000183105469,127.6500015258789,4619300.0,119.38177490234375
2017-03-01,130.0,127.62000274658203,128.02000427246094,129.0500030517578,5471600.0,120.69110870361328
2017-03-02,129.80999755859375,128.14999389648438,129.0500030517578,128.22999572753906,6738100.0,119.92420196533203
2017-03-03,128.66000366210938,127.44000244140625,128.22999572753906,127.9000015258789,4067700.0,119.6155776977539
2017-03-06,128.33999633789062,127.4000015258789,127.9000015258789,128.02999877929688,3271500.0,119.73715209960938
2017-03-07,128.30999755859375,127.33999633789062,128.05999755859375,128.07000732421875,3332400.0,119.77457427978516
