Date,Open,High,Low,Close,Adj Close,Volume
2017-06-07,154.690002,155.300003,154.350006,154.96000700000002,151.554886,3159000
2017-06-08,154.96000700000002,155.229996,153.380005,153.5,150.126968,4014000
2017-06-09,154.0,154.0,152.779999,152.96000700000002,149.598816,4705300
2017-06-12,152.800003,153.300003,151.729996,152.179993,148.83596799999998,4473900
2017-06-13,152.309998,154.03999299999998,152.059998,153.990005,150.606201,3753800
2017-06-14,154.5,157.279999,153.96000700000002,156.759995,153.31530800000002,5999400
2017-06-15,156.130005,157.270004,154.919998,156.770004,153.325104,3972300
2017-06-16,156.25,156.690002,155.41000400000001,156.639999,153.19795200000002,9105400
2017-06-19,156.91000400000001,159.029999,156.389999,158.809998,155.32028200000002,5196100
2017-06-20,158.729996,159.220001,157.600006,157.669998,154.20533799999998,4201200
2017-06-21,157.91000400000001,158.529999,156.429993,156.58999599999999,153.14906299999998,4071300
2017-06-22,156.440002,157.070007,155.470001,155.479996,152.06346100000002,3347400
2017-06-23,155.16000400000001,155.229996,150.91000400000001,151.309998,147.985077,11422200
2017-06-26,151.669998,151.970001,151.130005,151.419998,148.092667,4128500
2017-06-27,151.059998,153.25,150.75,152.240005,148.894653,4567100
2017-06-28,152.75,153.449997,152.360001,153.229996,149.8629,5087000
2017-06-29,152.770004,153.0,151.520004,152.16000400000001,148.816422,2855400
2017-06-30,152.509995,154.0,152.270004,153.399994,150.02916000000002,3640900
2017-07-03,154.389999,154.78999299999998,153.71000700000002,154.009995,150.625748,1658500
2017-07-05,154.009995,154.28999299999998,151.46000700000002,152.690002,149.334778,4432500
2017-07-06,151.770004,152.479996,151.220001,152.050003,148.708832,3408500
2017-07-07,152.03999299999998,152.869995,151.899994,152.229996,148.884872,3775400
2017-07-10,152.220001,152.259995,151.0,151.179993,147.857925,5081100
2017-07-11,151.449997,151.809998,150.5,150.600006,147.290695,5642000
2017-07-12,151.46000700000002,153.139999,151.08999599999999,152.58999599999999,149.236969,4275900
2017-07-13,152.820007,154.130005,152.600006,153.28999299999998,149.92157,3288000
2017-07-14,153.220001,153.669998,151.820007,152.880005,149.520584,3588400
2017-07-17,152.899994,154.5,152.720001,153.889999,150.508392,4166600
2017-07-18,153.75,153.860001,151.979996,152.169998,148.826187,3783600
2017-07-19,152.550003,154.0,152.550003,153.300003,149.931366,2808400
2017-07-20,152.559998,152.570007,145.610001,147.029999,143.799133,18264100
2017-07-21,147.029999,147.46000700000002,146.130005,146.649994,143.42746,9120200
2017-07-24,146.610001,146.690002,144.25,144.580002,141.402954,7295900
2017-07-25,145.740005,147.399994,145.279999,146.970001,143.740448,5002400
2017-07-26,146.860001,147.25,145.96000700000002,146.690002,143.466599,2836000
2017-07-27,146.179993,147.860001,145.889999,147.729996,144.48376499999998,5399000
2017-07-28,147.899994,148.270004,147.320007,148.080002,144.82608000000002,3421100
2017-07-31,148.0,149.979996,147.53999299999998,149.600006,146.312653,5253300
2017-08-01,150.240005,150.389999,148.949997,149.850006,146.557175,4110600
2017-08-02,149.940002,150.860001,149.919998,150.5,147.19288600000002,3754200
2017-08-03,150.699997,152.029999,150.5,150.78999299999998,147.476501,5146600
2017-08-04,151.009995,152.75,150.800003,152.75,149.393448,3258600
2017-08-07,152.830002,154.470001,152.470001,153.350006,149.98027,3833600
2017-08-08,153.320007,154.199997,153.080002,153.350006,149.98027,3218900
2017-08-09,153.350006,155.570007,153.320007,155.259995,151.848297,3844900
2017-08-10,155.190002,155.979996,153.880005,153.880005,150.498627,4433700
2017-08-11,154.110001,155.720001,153.979996,154.880005,151.476654,3650500
2017-08-14,156.03999299999998,156.050003,153.559998,154.259995,150.87025500000001,6454500
2017-08-15,154.279999,154.800003,148.259995,150.169998,146.870132,13528700
2017-08-16,151.449997,152.949997,151.16000400000001,152.25,148.904434,6043900
2017-08-17,151.809998,152.149994,149.610001,149.669998,146.381134,4460900
2017-08-18,149.610001,149.610001,146.96000700000002,147.490005,144.24903899999998,6989100
2017-08-21,147.100006,149.880005,146.889999,149.199997,145.921463,4222500
2017-08-22,149.28999299999998,150.580002,149.28999299999998,149.91000400000001,146.61586,3268100
2017-08-23,148.580002,149.479996,147.429993,149.100006,145.823669,5235400
2017-08-24,149.729996,150.600006,147.979996,148.25,144.99233999999998,3736000
2017-08-25,148.509995,150.529999,148.399994,149.649994,146.361542,3048000
2017-08-28,151.940002,152.389999,150.429993,151.389999,148.06333899999998,6845400
2017-08-29,150.070007,150.899994,149.029999,149.83999599999999,147.414017,5368700
2017-08-30,150.0,150.25,149.279999,150.0,147.571411,3641000
2017-08-31,150.610001,150.929993,149.850006,149.869995,147.443527,6083300
2017-09-01,150.259995,150.940002,149.759995,150.779999,148.338791,3383000
2017-09-05,151.71000700000002,153.919998,151.699997,152.929993,150.45396399999998,7488800
2017-09-06,154.860001,157.029999,154.149994,156.559998,154.02520800000002,8126000
2017-09-07,158.169998,159.279999,156.78999299999998,157.929993,155.37301599999998,8273100
2017-09-08,159.08999599999999,160.690002,157.520004,159.66000400000001,157.07501200000002,10088600
2017-09-11,158.419998,158.740005,156.220001,158.369995,155.80590800000002,8847900
2017-09-12,159.059998,160.929993,158.71000700000002,159.91000400000001,157.320984,5794600
2017-09-13,160.389999,161.380005,159.550003,160.020004,157.429214,4713700
2017-09-14,160.350006,160.850006,159.330002,159.380005,156.799561,5290800
2017-09-15,159.979996,159.990005,158.28999299999998,158.399994,155.83543400000002,9124200
2017-09-18,159.0,159.0,157.690002,157.809998,155.254974,4010600
2017-09-19,157.800003,158.320007,157.16000400000001,157.66000400000001,155.107407,3713400
2017-09-20,157.570007,159.389999,157.360001,158.679993,156.11088600000002,4599200
2017-09-21,158.869995,159.559998,158.720001,159.190002,156.61264,3082100
2017-09-22,159.139999,160.08999599999999,159.009995,159.970001,157.380005,3576500
2017-09-25,160.050003,161.429993,159.75,161.100006,158.491714,4897700
2017-09-26,161.550003,162.0,160.78999299999998,161.259995,158.649124,3222600
2017-09-27,161.380005,161.690002,160.139999,160.919998,158.314621,3966200
2017-09-28,160.720001,162.449997,160.66000400000001,162.360001,159.731308,4614100
2017-09-29,162.5,163.610001,162.149994,163.559998,160.91186499999998,3467400
2017-10-02,164.199997,164.25,163.220001,164.020004,161.364441,2721400
2017-10-03,164.059998,165.279999,164.0,165.169998,162.495804,3046400
2017-10-04,165.490005,166.080002,164.91000400000001,165.28999299999998,162.613861,2746500
2017-10-05,165.070007,166.25,164.259995,166.119995,163.43043500000002,3504900
2017-10-06,166.179993,166.630005,165.740005,165.850006,163.16481000000002,2916300
2017-10-09,166.139999,166.630005,165.419998,165.71000700000002,163.02706899999998,2131800
2017-10-10,165.699997,165.800003,164.639999,165.16000400000001,162.485977,2755400
2017-10-11,165.190002,165.869995,164.449997,165.25,162.574509,2319300
2017-10-12,165.41000400000001,165.41000400000001,164.470001,164.58999599999999,161.925201,3397800
2017-10-13,164.919998,166.070007,164.350006,164.470001,161.807144,3259000
2017-10-16,164.470001,164.669998,163.259995,164.220001,161.561203,2586700
2017-10-17,164.220001,164.919998,161.509995,163.350006,160.705292,4189200
2017-10-18,163.419998,164.240005,163.350006,163.449997,160.80365,2757900
2017-10-19,163.5,164.110001,162.770004,163.240005,160.597076,2676100
2017-10-20,163.970001,164.149994,162.740005,163.429993,160.783981,4166500
2017-10-23,164.03999299999998,166.270004,163.75,164.740005,162.072769,3995100
2017-10-24,164.669998,166.46000700000002,164.649994,166.029999,163.34188799999998,3686700
2017-10-25,166.110001,166.949997,165.380005,166.070007,163.381256,4189400
2017-10-26,166.389999,167.940002,166.110001,167.649994,164.935654,3750500
2017-10-27,166.800003,167.75,166.46000700000002,167.33999599999999,164.630676,3720400
2017-10-30,166.990005,166.990005,164.880005,165.309998,162.63356000000002,3906300
2017-10-31,165.399994,166.33999599999999,165.100006,165.779999,163.095932,2922400
2017-11-01,166.419998,166.740005,165.119995,165.380005,162.702423,3568300
2017-11-02,165.009995,165.009995,160.529999,162.71000700000002,160.07565300000002,6518900
2017-11-03,163.009995,164.990005,162.679993,164.389999,161.72843899999998,3080900
2017-11-06,164.800003,164.880005,163.009995,164.220001,161.561203,3275500
2017-11-07,164.08999599999999,164.399994,162.830002,163.66000400000001,161.010269,3198100
2017-11-08,163.33999599999999,164.679993,163.270004,164.050003,161.393951,2912900
2017-11-09,164.100006,164.139999,162.279999,163.270004,160.626587,3405200
2017-11-10,163.33999599999999,164.580002,162.929993,164.110001,161.45298799999998,3554900
2017-11-13,164.639999,166.639999,164.25,165.350006,162.672913,7189300
2017-11-14,163.619995,168.139999,163.149994,168.059998,165.339035,10284000
2017-11-15,167.440002,167.440002,165.350006,165.470001,162.790955,5534500
2017-11-16,166.679993,167.759995,166.059998,167.5,164.78808600000002,4587900
2017-11-17,167.0,168.429993,166.059998,167.740005,165.024216,4530100
2017-11-20,168.139999,170.690002,167.800003,170.449997,167.690338,4699900
2017-11-21,170.529999,172.860001,170.149994,172.860001,170.06131000000002,6229000
2017-11-22,172.889999,172.940002,172.03999299999998,172.059998,169.27426100000002,4133500
2017-11-24,172.110001,173.100006,171.740005,172.330002,169.539902,1853600
2017-11-27,172.869995,174.91000400000001,172.380005,174.16000400000001,171.340271,4539100
2017-11-28,174.889999,176.770004,172.990005,176.570007,173.711243,6049000
2017-11-29,176.570007,178.429993,175.679993,177.25,175.26364099999998,4902200
